username,name,likes_count,urls,mentions,tweet,photos,replies_count,retweets_count,link,quote_url,video,hashtag,hashtag_count,Categories,clean
rior_rr,#MahaBrantakanJKW,3,[],[],Lucu aja klo ada yg merinding kejang2 &amp; panik dgn kepulangan HRS ke tanah air #WelcomeHomeHRS  #WelcomeBackHRS,[],0,1,https://twitter.com/rior_RR/status/1326055978614157312,https://twitter.com/idtodayco/status/1325949416977567745,0,"['welcomehomehrs', 'welcomebackhrs']",2,non,lucu klo merinding kejang amp panik dgn kepulangan hrs tanah air welcomehomehrs welcomebackhrs
yanti95004001,Yanti sugakook,0,[],[],"Presiden dateng dari luar negeri,gak gitu2 amat rakyat menyambut nyah,,apalagi si mpud kalo tiba dr luan negeri pun,gak ada yg jemput juga,,ini kok bisa yah  #WelcomeBackHRS",[],0,0,https://twitter.com/Yanti95004001/status/1326055260163436544,https://twitter.com/MCAOps/status/1325991825488793602,0,['welcomebackhrs'],1,non,presiden dateng luar negeri rakyat menyambut nyah mpud tiba dr luan negeri jemput welcomebackhrs
85albasrihasan,Si Tepeng 🐅,56,[],[],Suasana di kawasan Petamburan Jakarta Pusat di markaz FPI  #WelcomeBackHRS  https://t.co/0oOJx3xu9F,[],2,17,https://twitter.com/85albasrihasan/status/1326054797682778112,,1,['welcomebackhrs'],1,non,suasana kawasan petamburan jakarta pusat markaz fpi welcomebackhrs https t co oojx xu f
royannaimi,royan naimi,1,['https://banjarmasin.tribunnews.com/2020/11/10/seorang-lansia-penyambut-habib-rizieq-shihab-meninggal-jatuh-di-tengah-kerumunan-langsung-diotopsi'],"[{'screen_name': 'banjarmasinpost', 'name': 'banjarmasin post', 'id': '65639033'}]","Seorang Lansia Penyambut Habib Rizieq Shihab Meninggal, Jatuh di Tengah Kerumunan, Langsung Diotopsi  https://t.co/Z6hsTK8Xb7 lewat @banjarmasinpost #rizieq #WelcomeBackIBHRS #WelcomeHomeHRS #WelcomeBackHRS",[],0,1,https://twitter.com/royannaimi/status/1326050509183045632,,0,"['rizieq', 'welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",4,non,seorang lansia penyambut habib rizieq shihab meninggal jatuh tengah kerumunan diotopsi https t co z hstk xb lewat banjarmasinpost rizieq welcomebackibhrs welcomehomehrs welcomebackhrs
striketraincamp,Strike Training Camp,1,[],[],"Menyambung tweet sebelumnya  Jadi abis ini ga ada lagi alesan olahraga itu susah ya, kan bisa  sambil nunggu pesawat di terminal 3 bandara sotta 😁  #Bandara #WelcomeHomeHRS #WelcomeBackHRS #PlayStation5 #AhlanWaSahlanIBHRS #SambutHRS #HariPahlawan2020 #HariPahlawanNasional  https://t.co/84al1D7hFa","['https://pbs.twimg.com/media/EmcTrB0VkAITQje.jpg', 'https://pbs.twimg.com/media/EmcTrqCU4AE6hnG.jpg', 'https://pbs.twimg.com/media/EmcTsTdVoAAYRA4.jpg', 'https://pbs.twimg.com/media/EmcTs8rU0AE2u8o.jpg']",0,0,https://twitter.com/Striketraincamp/status/1326050288470433793,,1,"['bandara', 'welcomehomehrs', 'welcomebackhrs', 'playstation5', 'ahlanwasahlanibhrs', 'sambuthrs', 'haripahlawan2020', 'haripahlawannasional']",8,non,menyambung tweet sebelumnya abis alesan olahraga susah nunggu pesawat terminal bandara sotta bandara welcomehomehrs welcomebackhrs playstation ahlanwasahlanibhrs sambuthrs haripahlawan haripahlawannasional https t co al d hfa
antontanah,Anton Tanah Abang,2,[],[],"@katzefaule Sambil kerja, begitu ada waktu luang langsung intip si burung biru... 🤣🤣🤣  #WelcomeHomeHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/AntonTanah/status/1326049881316732929,,0,"['welcomehomehrs', 'welcomebackhrs']",2,non,katzefaule kerja waktu luang intip burung biru welcomehomehrs welcomebackhrs
lokeklogat,logat,1,[],[],Sebaiknya kalau memang HRS itu orang baik harus bisa memikirkan efeknya apabila dia datang dan memerintahkan anak buahnya kalau mau jemput perwakilan aja agar tidak menyusahkan yg lainnya. Itu sih yg saya dapat dr Sunah Nabi Muhammad SAW. #nyusahin #pengangguran #WelcomeBackHRS,[],0,0,https://twitter.com/lokeklogat/status/1326047947998470144,,0,"['nyusahin', 'pengangguran', 'welcomebackhrs']",3,non,sebaiknya memang hrs orang baik memikirkan efeknya apabila datang memerintahkan anak buahnya jemput perwakilan menyusahkan lainnya dr sunah nabi muhammad saw nyusahin pengangguran welcomebackhrs
agfabetawie,ҟąմʍ Ⱥղʂհօɾ لąҟąɾէą,3,['https://twitter.com/HabibRizieq_ID/status/1312321023178502148?s=19'],[],@Dahnilanzar @prabowo @jokowi Syaratnya gampang koq Penuhi syarat yang pernah di ajukan IB HRS  1. Stop penodaan agama apapun 2. Stop kebangkitan PKI 3. Stop penjualan aset negara kepada asing dan aseng  Lengkapnya di sini bro...   https://t.co/WDpRGjt3vm   Cek twit no:7  #AhlanWaSahlanIBHRS #WelcomeBackHRS,[],0,4,https://twitter.com/agfabetawie/status/1326047481319190528,https://twitter.com/HabibRizieq_ID/status/1312321023178502148?s=19,0,"['ahlanwasahlanibhrs', 'welcomebackhrs']",2,non,dahnilanzar prabowo jokowi syaratnya gampang penuhi syarat pernah ajukan ib hrs stop penodaan agama apapun stop kebangkitan pki stop penjualan aset negara asing aseng lengkapnya sini bro https t co wdprgjt vm cek twit no ahlanwasahlanibhrs welcomebackhrs
ardyzah,THINK,0,[],[],"Hal sahaaall,,,, itu warga NU banyak yg jemput IBHRS,,,, cuma malu aja pake atribut NU,,,, #WelcomeHomeHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/ardyzah/status/1326044601560412161,https://twitter.com/sahaL_AS/status/1325991803716206593,0,"['welcomehomehrs', 'welcomebackhrs']",2,non,sahaaall warga nu banyak jemput ibhrs cuma malu pake atribut nu welcomehomehrs welcomebackhrs
angga_key,angga key,0,[],[],Subhanallah ...ahlan wa sahlan ya habibana #WelcomeBackHRS,[],0,0,https://twitter.com/angga_key/status/1326042819622891520,,0,['welcomebackhrs'],1,non,subhanallah ahlan wa sahlan habibana welcomebackhrs
katakitatweet,KataKita,42,[],[],"Udah bikin macet, banyak penerbangan dibatalkan, lalu kini bikin kerusakan di bandara. Front perusak pendukung buronan dan deportan Rijik ini memang gak ada akhlak. 👎🏻👎🏻 #ApaKabarFirzaHusein #SambutHRS #WelcomeHomeHRS #WelcomeBackHRS  https://t.co/17ykufZsun","['https://pbs.twimg.com/media/EmcL_T0VgAA2ptu.jpg', 'https://pbs.twimg.com/media/EmcL_ffVMAEpRTj.jpg', 'https://pbs.twimg.com/media/EmcL_psVcAAwIYo.jpg', 'https://pbs.twimg.com/media/EmcL_z2VcAA0Muc.jpg']",6,9,https://twitter.com/katakitatweet/status/1326041809198473216,,1,"['apakabarfirzahusein', 'sambuthrs', 'welcomehomehrs', 'welcomebackhrs']",4,non,bikin macet banyak penerbangan dibatalkan lalu bikin kerusakan bandara front perusak pendukung buronan deportan rijik memang akhlak apakabarfirzahusein sambuthrs welcomehomehrs welcomebackhrs https t co ykufzsun
pencari91066049,Pencari Ilmu,0,[],[],Karna kecintaan dan kerinduan ummat sehingga banyak sekali yang datang menjemput!  #WelcomebackHRS,[],0,0,https://twitter.com/Pencari91066049/status/1326041422768660480,,0,['welcomebackhrs'],1,non,karna kecintaan kerinduan ummat banyak sekali datang menjemput welcomebackhrs
evaco12,Evaco,0,[],[],Buzerp nyinyir  Junjungan ketar ketir! #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/Evaco12/status/1326041148406685698,https://twitter.com/QaillaAsyiqah/status/1326033576870154240,0,"['welcomebackhrs', 'welcomebackhrs']",2,non,buzerp nyinyir junjungan ketar ketir welcomebackhrs welcomebackhrs
74y_v,V 74y M4n,1,[],[],"pemimpin penguasa zdolim SKRNG mah gk ada apa2nya di banding IB HRS , JAUH DI BAWAH TELAPAK KAKI BAGAI BUTIRAN DEBU DI BEKAS TAPAK KAKI ...  #WelcomeBackHRS",[],0,0,https://twitter.com/74y_v/status/1326040564094021632,https://twitter.com/felixsiauw/status/1326008795571527680,0,['welcomebackhrs'],1,non,pemimpin penguasa zdolim skrng mah gk banding ib hrs jauh bawah telapak kaki bagai butiran debu bekas tapak kaki welcomebackhrs
tambungendut,Pejantan Tambun,0,[],[],Selamat Datang Kembali HRS! #WelcomeBackHRS,[],0,0,https://twitter.com/TambunGendut/status/1326039478587322368,,0,['welcomebackhrs'],1,non,selamat datang hrs welcomebackhrs
mmu_iq,Muhammad Maulana Shiddiq,1,[],[],"@RomitsuT Alhamdulillah, terimakasih mas perjuangannya. udah mau ngeshare kondisi terkini di soetta. jadi temen2 yg ga bisa kesana bisa mantau #WelcomeBackHRS #WelcomeBackIBHRS",[],0,0,https://twitter.com/Mmu_iQ/status/1326038810006745090,,0,"['welcomebackhrs', 'welcomebackibhrs']",2,non,romitsut alhamdulillah terimakasih mas perjuangannya ngeshare kondisi terkini soetta temen kesana mantau welcomebackhrs welcomebackibhrs
terasjabar_1,Terasjabar.id,2,['https://terasjabar.id/plugin/article/view/119791/menyambut-habib-rizieq-sejumlah-orang-pingsan-akibat-berdesakan-di-petamburan'],[]," https://t.co/cqeEQfh7RL   Menyambut Habib Rizieq, Sejumlah Orang Pingsan Akibat Berdesakan di Petamburan  #habibrizieqsyihab  #WelcomeHomeHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/Terasjabar_1/status/1326037388393553921,,0,"['habibrizieqsyihab', 'welcomehomehrs', 'welcomebackhrs']",3,non,https t co cqeeqfh rl menyambut habib rizieq sejumlah orang pingsan akibat berdesakan petamburan habibrizieqsyihab welcomehomehrs welcomebackhrs
aminullah_riga,Bagyo koncone Yanto,0,[],[],Kenapa di trending #WelcomeBackHRS dll nya gaada video korea korea??? Ga kaya yang trending beberapa hari ini 🤪,[],1,0,https://twitter.com/aminullah_riga/status/1326036964395507712,,0,['welcomebackhrs'],1,non,trending welcomebackhrs gaada video korea korea kaya trending beberapa hari
yashadipura,PRESIDEN BAJINGAN 🕙,22,[],[],"Sudah tak ada kata2 yg sanggup kami Lontarkan...hati ini terlanjur haru dan bangga...  SELAMAT DATANG, BAPAK...  🙏🏻""HABIB RIZIEQ SIHAB""🙏🏻  We Love You🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨 #WelcomeBackHRS  #WelcomeHomeHRS",[],0,3,https://twitter.com/yashadipura/status/1326035159511019520,,0,"['welcomebackhrs', 'welcomehomehrs']",2,non,tak kata sanggup lontarkan hati terlanjur haru bangga selamat datang bapak habib rizieq sihab we love you welcomebackhrs welcomehomehrs
hyppechan,𝐇𝐚𝐞𝐜𝐚. #90sLove,0,[],[],@HolmesTowns bagaimana jika mrs shampo pantine berkata tidak iya bisa jadi? apakah itu adalah quiz eat bulaga bulgaria tentu dia teh sisri,[],1,0,https://twitter.com/hyppechan/status/1327038459991658496,,0,[],0,non,holmestowns mrs shampo pantine berkata quiz eat bulaga bulgaria teh sisri
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1597",[],0,0,https://twitter.com/ikuchanX3_/status/1327038458120921088,,0,[],0,non,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
peluangusahaoke,Usaha Cemilan Unik,0,[],[],"Cinta itu tidak selalu melekat pada kebersamaan, tapi melekat pada doa-doa yang disebutkan dalam senyap. #peluangusaha #peluangusahaonline",[],0,0,https://twitter.com/peluangusahaoke/status/1327038447568097280,,0,"['peluangusaha', 'peluangusahaonline']",2,non,cinta selalu melekat kebersamaan melekat doa doa disebutkan senyap peluangusaha peluangusahaonline
aviranie,anakditengah,0,[],[],"Tuhan, maafkan kami yg tidak bisa menjaga titipan-Mu",[],0,0,https://twitter.com/aviranie/status/1327038444170665984,https://twitter.com/BBCIndonesia/status/1326791678322204675,0,[],0,non,tuhan maafkan menjaga titipan
jeje_corry,😘 Jeje Corry,1,[],[],"@spprms @akurifah @BBCIndonesia Klo yg di lamandau beredar video bupati nya mengatakan tidak ada hutan adat ,padahal di kalimantan itu byk hutan adat bahkan warga sekitar juga gak berani macam2,dan sangat dijaga oleh ketua adat. Klo bupati nya sudah begitu mau gmn? Masyarakat sekarang merasakan banjir trus.",[],0,0,https://twitter.com/jeje_corry/status/1327038442329370625,,0,[],0,non,spprms akurifah bbcindonesia klo lamandau beredar video bupati mengatakan hutan adat padahal kalimantan byk hutan adat bahkan warga berani macam sangat dijaga ketua adat klo bupati gmn masyarakat sekarang merasakan banjir trus
win_hae8696,#WillWaitDonghae :*,0,[],[],"""Jika boleh memilih, aku lebih memilih untuk tidak pernah mengenalmu daripada harus melupakanmu"" -Dream High",[],0,0,https://twitter.com/win_hae8696/status/1327038440785907712,,0,[],0,non,memilih lebih memilih pernah mengenalmu melupakanmu dream high
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1596",[],0,0,https://twitter.com/ikuchanX3_/status/1327038438328078336,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
rastradewangga,rastra dewangga a.p.,0,[],[],tidak butuh jadi seorang yang prima untuk dia yang anda cinta. tambah baik menanti seseorang yang menyukai ketidak-sempurnaanmu.,[],0,0,https://twitter.com/rastradewangga/status/1327038428307881984,,0,[],0,non,butuh seorang prima cinta tambah baik menanti seseorang menyukai ketidak sempurnaanmu
byundhod,Oggie,0,[],[],"Menguji kesetiaan bkn berarti krn si cowok tidak mempercayai, hanya saja ia ingin meyakinkan dirinya bahwa lo org yg tepat",[],0,0,https://twitter.com/ByunDHOD/status/1327038420405821440,,0,[],0,non,menguji kesetiaan bkn berarti krn cowok mempercayai meyakinkan dirinya org tepat
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1595",[],0,0,https://twitter.com/ikuchanX3_/status/1327038417872453635,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
mujib_alie,Tidak Asal Tuduh,2,[],[],"@RegaHalilintar @SayaTirani @Dennysiregar7 Ngaku ummatnya Nabi Muhammad Saw, ngpmongnya kok kasar tidak berakhlaqul karimah. Nabi Muhammad aja walaupun befa berpendapat ngak pernah ngomong kasar",[],0,0,https://twitter.com/mujib_alie/status/1327038416614092800,,0,[],0,non,regahalilintar sayatirani dennysiregar ngaku ummatnya nabi muhammad saw ngpmongnya kasar berakhlaqul karimah nabi muhammad walaupun befa berpendapat ngak pernah ngomong kasar
dukcapil_jateng,Dukcapil Jateng #GISA #AyoKerjaManeh,0,[],"[{'screen_name': 'disduk_kabsmg', 'name': 'disduk kab.semarang', 'id': '3259445994'}]","@alileleven Karena belum masuk KK nanti akan mendapatkan KK baru.. di gunting maksudnya dari verifikator bisa memastikan KK lama sudah di rusak, karena KK lama tidak di tarik.. nanti akan mendapatkan KK baru dengan penambahan anggota keluarga baru..  cc @Disduk_KabSmg   #JatengGayeng",[],1,0,https://twitter.com/dukcapil_jateng/status/1327038414563131392,,0,['jatenggayeng'],1,non,alileleven kk mendapatkan kk baru gunting maksudnya verifikator memastikan kk lama rusak kk lama tarik mendapatkan kk baru penambahan anggota keluarga baru cc disduk kabsmg jatenggayeng
alfidz_oira,Alfidz Oira,0,[],[],Pertolongan yang tulus tidak akan mengharapkan imbalan,[],0,0,https://twitter.com/alfidz_oira/status/1327038414420545537,,0,[],0,non,pertolongan tulus mengharapkan imbalan
apaaajalahkuy,DINA LUSIANA,1,[],[],Andai kamu tau aku pengen kamu datang peluk aku untuk trakhir kali karna aku ga akan baik baik aja setelah perpisahan yang tidak baik ini:),[],0,0,https://twitter.com/Apaaajalahkuy/status/1327038405658624000,,0,[],0,non,andai pengen datang peluk trakhir karna baik baik perpisahan baik
elmaayyy,Elmaaaaa,0,[],[],"@collegemenfess scroll dari atas sampek bawah, tidak menemukan kampusku :')",[],1,0,https://twitter.com/elmaayyy/status/1327038404853256193,,0,[],0,non,collegemenfess scroll atas sampek bawah menemukan kampusku
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1594",[],0,0,https://twitter.com/ikuchanX3_/status/1327038399723700226,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
ubaidilmuhaimin,O B E I D,2,[],[],"Mendengar hal itu rasulullah kemudian bersabda: Sangat tidak pantas bagi kalian di saat nabi kalian telah memutuskan suatu perkara kemudian hal itu tidak terlaksana atau dibatalkan. Terlebih hal ini adalah tentang peperangan, maka sangat tidak layak sekali.",[],1,0,https://twitter.com/UbaidilMuhaimin/status/1327038399589408768,,0,[],0,non,mendengar rasulullah kemudian bersabda sangat pantas kalian nabi kalian memutuskan suatu perkara kemudian terlaksana dibatalkan terlebih peperangan sangat layak sekali
missaien13,Rose,2,[],[],"Semoga rezeki kita jatuh dari langit sebanyak mana langit turunkan hujan dan rezeki kita tidak pernah putus, dipermudahkan rezeki datang, dan tidak lupa diri ketika dilimpahi rezeki. Bukakan lah jalanMu kepada kami. 🥀  https://t.co/UrLqVOyqR4",['https://pbs.twimg.com/media/EmqWY6TUYAADvFy.jpg'],0,0,https://twitter.com/missAien13/status/1327038397861425152,,1,[],0,non,semoga rezeki jatuh langit sebanyak langit turunkan hujan rezeki pernah putus dipermudahkan rezeki datang lupa diri dilimpahi rezeki bukakan jalanmu https t co urlqvoyqr
aienhun,Nanna♕,0,[],[],"Tidak juga :"""")",[],0,0,https://twitter.com/aienhun/status/1327038384288583680,https://twitter.com/hanjisungismine/status/1326865647511334913,0,[],0,non,
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1593",[],0,0,https://twitter.com/ikuchanX3_/status/1327038381268692992,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
neng_maryana,Neng Maryana,0,[],[],“Aku tidak pernah melihat seseorang yang lebih merasakan penderitaan ketika sakit selain Rasulullah SAW.” (HR. Bukhari dari Aisyah)  #OligarkiLahirkanOmnibuslaw l✨ #OmnibuslawTidakProRakyat .💯. #xZagg,[],0,0,https://twitter.com/neng_maryana/status/1327038380106936320,,0,"['oligarkilahirkanomnibuslaw', 'omnibuslawtidakprorakyat', 'xzagg']",3,non,pernah melihat seseorang lebih merasakan penderitaan sakit rasulullah saw hr bukhari aisyah oligarkilahirkanomnibuslaw l omnibuslawtidakprorakyat xzagg
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1592",[],0,0,https://twitter.com/ikuchanX3_/status/1327038361538756608,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
fildzahalmas_,Fildzah Almas,0,[],[],"Tidak dekat dengan siapa siapa  No pacaran...  Serahkan semua pada Allah, jodoh maut rejeki semua sudah di atur oleh nya  Kehidupan di dunia sudah dijamin oleh Allah SWT ..",[],0,0,https://twitter.com/fildzahalmas_/status/1327038353972183040,,0,[],0,non,dekat siapa siapa no pacaran serahkan semua allah jodoh maut rejeki semua atur kehidupan dunia dijamin allah swt
budianahartini1,Budiana Hartini,0,[],[],"@FerdinandHaean3 @NikitaMirzani Taiya berharap keadilan membenarkan yg hak, smga kbenaran di tegakkan di negri ini, sehat teruss habibana..smga negriku tidak terpecah belah.",[],1,0,https://twitter.com/BudianaHartini1/status/1327038352420347905,,0,[],0,non,ferdinandhaean nikitamirzani taiya berharap keadilan membenarkan hak smga kbenaran tegakkan negri sehat teruss habibana smga negriku terpecah belah
pororomu,FROZEN,0,[],[],@Oreochromis78 Sedang tidak baik-baik saja.. perihal cerita yg kemarin km sempat mendengarkan WKAKAKA,[],0,0,https://twitter.com/PororoMu/status/1327038349488451586,,0,[],0,non,oreochromis sedang baik baik perihal cerita kemarin sempat mendengarkan wkakaka
echo20_,Pasukan Cherlyders,0,[],[],"Jgn menjelaskan diri pribadi kita ke orang lain,krn orang yg menyukaimu tidak perlu itu orang yg tidak menyukaimu tak akan mempercayainya.",[],0,0,https://twitter.com/echo20_/status/1327038341473189889,,0,[],0,non,jgn menjelaskan diri pribadi orang krn orang menyukaimu perlu orang menyukaimu tak mempercayainya
dokter_gigi_top,Dokter Gigi Top,0,[],[],"Aku adalah aku ,, Kau adalah Kau. aku tidak bisa jadi kau. kau pun sebalik nya",[],0,0,https://twitter.com/Dokter_Gigi_Top/status/1327038325446754304,,0,[],0,non,sebalik
tinymoonlight5,Tinymoonlight,3,[],[],@ustadzmaaher_ @che_damayanti Heh. Tidak semua hal kasar dibalas dengan kasar. Justru dengan lembutlah orang bisa lembut. Fanatik boleh egois jangan,[],1,0,https://twitter.com/Tinymoonlight5/status/1327038309910999040,,0,[],0,non,ustadzmaaher che damayanti heh semua kasar dibalas kasar justru lembutlah orang lembut fanatik egois jangan
enal_18,Enal D' Dactylon,0,[],[],"@imrwr yang tidak enak, apa?",[],1,0,https://twitter.com/enal_18/status/1327038308300406785,,0,[],0,non,imrwr enak
setiawa99052646,setiawan,0,[],[],Dan Allah ta 'ala tidak menambah sifat pemaaf bagi seorang hamba-Nya kecuali sebagai kemuliaan. (HR. Muslim) #OligarkiLahirkanOmnibuslaw l✨ #OmnibuslawTidakProRakyat .☝️🕋☝️. #JNZnE,[],0,0,https://twitter.com/setiawa99052646/status/1327038283218522112,,0,"['oligarkilahirkanomnibuslaw', 'omnibuslawtidakprorakyat', 'jnzne']",3,non,allah ta ala menambah sifat pemaaf seorang hamba kemuliaan hr muslim oligarkilahirkanomnibuslaw l omnibuslawtidakprorakyat jnzne
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1591",[],0,0,https://twitter.com/ikuchanX3_/status/1327038279275868161,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
miduk17,Jhon Sitorus,57,['https://www.google.com/amp/s/nasional.okezone.com/amp/2020/11/11/337/2308139/ini-alasan-anies-baswedan-tak-dapat-tanda-jasa-kehormatan'],[],Tentu  Tidak akan ada penghargaan kepada orang yg hanya bisa MENATA KATA  Masa Terobosan selama jadi Menteri Pendidikan cuma mengubah Kurikulum 2013 menjadi Kurikulum 2013-P?  Persis seperti di DKI  Programnya mengubah KJP jadi KJP Plus  Miskin Inovasi   https://t.co/NvSZDTLPU2,[],19,12,https://twitter.com/Miduk17/status/1327038277623316480,,0,[],0,non,penghargaan orang menata kata masa terobosan selama menteri pendidikan cuma mengubah kurikulum menjadi kurikulum p persis dki programnya mengubah kjp kjp plus miskin inovasi https t co nvszdtlpu
poseibruh_,Gerhana Rembulan,0,[],[],"@deternalyoon @GTLOSIAR Seolah tidak terjadi apa2, actingnya bagus 😂👍",[],0,0,https://twitter.com/Poseibruh_/status/1327038273894531072,,0,[],0,non,deternalyoon gtlosiar terjadi actingnya bagus
sicepat_ekspres,SiCepat Ekspres,0,[],[],@Adhyxblood Baik kak. Mohon maaf sebelumnya kami tidak dapat menginformasikan nomor telepon gerai cabang kami karena tidak dibekali data tersebut ya kak. Bisa diinformasikan keperluannya seperti apa ya kak? terima kasih ^,[],1,0,https://twitter.com/sicepat_ekspres/status/1327038271776382976,,0,[],0,non,adhyxblood baik kak mohon maaf sebelumnya menginformasikan nomor telepon gerai cabang dibekali data tersebut kak diinformasikan keperluannya kak terima kasih
agnssptrk,aknes hehe,0,[],[],"Rekor pagi buta langsung nangis, alasannya tidak lain dan tidak bukan anak kucing ak ilang satu",[],2,0,https://twitter.com/agnssptrk/status/1327038268248977409,,0,[],0,non,rekor pagi buta nangis alasannya bukan anak kucing ak ilang satu
neng_maryana,Neng Maryana,0,[],[],"""Tidak akan masuk surga orang yang memutus hubungan kekeluargaan."" (HR. Bukhari Muslim)  #OligarkiLahirkanOmnibuslaw l✨ #OmnibuslawTidakProRakyat .💯. #0ljba",[],0,0,https://twitter.com/neng_maryana/status/1327038254948859904,,0,"['oligarkilahirkanomnibuslaw', 'omnibuslawtidakprorakyat', '0ljba']",3,non,surga orang memutus hubungan kekeluargaan hr bukhari muslim oligarkilahirkanomnibuslaw l omnibuslawtidakprorakyat ljba
samanmw__,YAAA SAMAN,0,[],[],@friyda___ ada juga yg keseringan di sakiti malah berfikir bahwa dia yg paling sakit dan tidak merasa bahwa dia juga yg menyakiti orang lain,[],0,0,https://twitter.com/SamanMW__/status/1327038251358568449,,0,[],0,non,friyda keseringan sakiti malah berfikir paling sakit merasa menyakiti orang
nelumbolusifera,Lus.,0,[],[],"@K_agratama Hahahahahaha ya Allaaaaah pagi2 udah ngakak, betapa polos dan tidak berdosanya ponakanmu, Gra wkwkw🤣🤣🤣",[],1,0,https://twitter.com/Nelumbolusifera/status/1327038248703680514,,0,[],0,non,k agratama hahahahahaha allaaaaah pagi ngakak betapa polos berdosanya ponakanmu gra wkwkw
ikuchanx3_,X3🎥📽〽,0,[],[],"@jntexpressid Besok Checkout Pakai JNT  Alasan saya pakai JNT adalah karena pengiriman nya cepat dan alhamdulillah pengemasan tidak pernah rusak, saya pertama kali berbelanja di online atau berjualan online saya selalu memakai JNT karena saya sudah percaya dengan pengiriman nya yg baik. *1590",[],0,0,https://twitter.com/ikuchanX3_/status/1327038233016893441,,0,[],0,Buzzer,jntexpressid besok checkout pakai jnt alasan pakai jnt pengiriman cepat alhamdulillah pengemasan pernah rusak pertama berbelanja online berjualan online selalu memakai jnt percaya pengiriman baik
