,username,name,likes_count,urls,mentions,tweet,photos,replies_count,retweets_count,link,quote_url,video,new_date,new_time,hashtag,hashtag_count,Categories
388,zerda271,AZM,1,[],[],Selamat datang pahlawan pemersatu umat 🔥🔥🔥  #WelcomeHomeHRS  #SambutHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS  https://t.co/kYsW3wDxPa,[],0,0,https://twitter.com/zerda271/status/1326027225448112135,,1,2020-11-10 00:00:00,12:01:41,"['welcomehomehrs', 'sambuthrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",4,Buzzer
389,raihana_wiwieal,لا اله الا الله محمد رسول الله,0,[],[],Ahlan wahsalan #WelcomeBackIBHRS #WelcomeBackHRS #WelcomeHomeHRS #WelcomeBackIBHRS,[],0,1,https://twitter.com/raihana_wiwieal/status/1326027199703470080,https://twitter.com/_KingPurwa/status/1326018462653669379,0,2020-11-10 00:00:00,12:01:35,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs', 'welcomebackibhrs']",4,Buzzer
390,ridhorizki_02,Petani,2,[],[],MaasyaAllah  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeBackIBHRS  #SelamatDatangHabibana,[],0,0,https://twitter.com/ridhorizki_02/status/1326026735620509697,https://twitter.com/QaillaAsyiqah/status/1325999478726406155,0,2020-11-10 00:00:00,11:59:44,"['welcomehomehrs', 'welcomebackhrs', 'welcomebackibhrs', 'selamatdatanghabibana']",4,Buzzer
391,_go_ne_,Gone,0,[],[],@Kanseulir Mungkin maksudnya guru2 darul Qur'an?  #WelcomeBackIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_go_ne_/status/1326026376890085376,,0,2020-11-10 00:00:00,11:58:19,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer
392,mriwan01296554,MR IWAN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/MRIWAN01296554/status/1326024710765699072,https://twitter.com/AndyCradle/status/1326010637772750850,0,2020-11-10 00:00:00,11:51:42,['welcomebackhrs'],1,Buzzer
393,odid2001,Abah Rizieq,1,[],[],Gara2 posting ini aq di seterap FB  Cieee cieee cieee  #WelcomeBackIBHRS #WelcomeBackHRS  https://t.co/Jv5puthL3Y,['https://pbs.twimg.com/media/Emb70M0UYAAmJZe.jpg'],0,0,https://twitter.com/odid2001/status/1326024026951618560,,1,2020-11-10 00:00:00,11:48:59,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer
394,laskarcikeas,Front Pembela Cikeas,12,[],[],#WelcomeBackHRS #UsirProvokator  https://t.co/Kpgoh9QiyB,['https://pbs.twimg.com/media/Emb7ZxfXYAARKhD.jpg'],1,6,https://twitter.com/LaskarCikeas/status/1326023640580812801,,1,2020-11-10 00:00:00,11:47:26,"['welcomebackhrs', 'usirprovokator']",2,Buzzer
395,cryshoe,Shoe-cry,1,[],[],@PutraErlangga_ Momen keren ini #WelcomeBackHRS #WelcomeBackHRS,[],0,0,https://twitter.com/CryShoe/status/1326022848360505352,,0,2020-11-10 00:00:00,11:44:18,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer
396,yandrad31,yandraAsril,25,[],"[{'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}]",Pengikut IB-HRS sedikit ya @mohmahfudmd ? Tapi kok jalanan macet ya? Ahlan wa Sahlan IB-HRS #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  https://t.co/SglJXVjYsq,[],5,3,https://twitter.com/YandraD31/status/1326022806270742528,,1,2020-11-10 00:00:00,11:44:07,"['welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs']",9,Buzzer
397,cryshoe,Shoe-cry,0,[],[],@Urang_Batak @AkharRumput @sahaL_AS Luar biasa #WelcomeBackHRS #WelcomeBackHRS,[],0,0,https://twitter.com/CryShoe/status/1326022637038968833,,0,2020-11-10 00:00:00,11:43:27,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer
398,followaldi,.Aldii,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS  #AhlanWaSahlan,[],0,0,https://twitter.com/followAldi/status/1326022557825290240,https://twitter.com/LisaAmartatara3/status/1325957724413198337,0,2020-11-10 00:00:00,11:43:08,"['welcomehomehrs', 'welcomebackhrs', 'ahlanwasahlan']",3,Buzzer
399,cryshoe,Shoe-cry,0,[],[],@demokrasicoid Buah pisang #WelcomeBackHRS #WelcomeBackHRS,[],0,0,https://twitter.com/CryShoe/status/1326022435691376642,,0,2020-11-10 00:00:00,11:42:39,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer
0,giggleslkoo,atha ≮,0,[],[],jimin gabisa santai banget itu  https://t.co/qczQyH1YyF,['https://pbs.twimg.com/media/EmqV5CvVQAABipt.jpg'],1,0,https://twitter.com/giggleslkoo/status/1327037850643169280,,1,2020-11-13,06:57:33,[],0,non
1,kanggendang95,Zy 🌻🌻🌻,0,[],[],@koplakjae Kata kata daris yang ini buat gua kaya ditampar kenyataan kalo jangan terburu buru santai aja nikmatin prosesnya dan gak usah merasa gagal semuanya udah punya jalannya sendiri.  https://t.co/xA3E8j0s68,"['https://pbs.twimg.com/media/EmqUxShUYAAyUIx.jpg', 'https://pbs.twimg.com/media/EmqUyHPVQAAfvuv.jpg', 'https://pbs.twimg.com/media/EmqUyvUUwAAWRiy.jpg']",0,0,https://twitter.com/kanggendang95/status/1327036650174627844,,1,2020-11-13,06:52:47,[],0,non
2,h0horizon,skr print shop,13,[],[],"“perasaan mama dulu ips santai bgt, kok km nugas mulu sih” mana saya tahu",[],2,0,https://twitter.com/h0horizon/status/1327036534583820289,,0,2020-11-13,06:52:19,[],0,non
3,dewfa5,⁷⟭⟬Dew.fà🌌,0,[],[],"@shyuk_kiyowo Style bff cantik banget, keliatan anggun gitu Klo lol kesannya gaya santai gitu, misal kek mo jajan Klo Lit buat pengajian cantik deh",[],0,0,https://twitter.com/Dewfa5/status/1327036405638254592,,0,2020-11-13,06:51:48,[],0,non
4,ususkecil,Terasi,0,[],[],"@collegemenfess Semangat yaaa, kamu pasti bisa. Biar lebih rileks bayangin kamu bisa lebih santai setelah ujian proposal, pikirin reward apa yg kamu kasih setelah berhasil ujian proposal misal jajan semangkok bakso🤣",[],0,0,https://twitter.com/ususkecil/status/1327036111705686019,,0,2020-11-13,06:50:38,[],0,non
5,kooyowo,Jean,0,[],[],Udah terbiasa sibuk sekalinya santai malah bingung mau ngapain 🤔,[],0,0,https://twitter.com/kooyowo/status/1327035323134590977,,0,2020-11-13,06:47:30,[],0,non
6,yudislb,Yudi kienan,0,[],[],@tienkustinii @AhmadSyahrial20 Yakin saya bukan orang DKI...Sini lah ngopi dulu kita santai bareng nyok,[],1,0,https://twitter.com/yudislb/status/1327034406037458946,,0,2020-11-13,06:43:52,[],0,non
7,tr_omgyooa95,Yooa 🍒 (LH),0,[],[],Good morning bebek maaf ya yooa belum bisa sering on. Kalau santai yooa sempetin on ya. 🙏🙏🙏,[],2,0,https://twitter.com/TR_OMGYooa95/status/1327033610562465792,,0,2020-11-13,06:40:42,[],0,non
8,helmahdianty,D I A N,1,[],[],"Mungkin kerjaan ku kemarin terlalu santai, sampe bikin kerjaan baru yang sibuk banget, semoga berkah",[],0,0,https://twitter.com/HelmahDianty/status/1327033546549075968,,0,2020-11-13,06:40:27,[],0,non
9,inginmenangga_,Rii ริยัน,0,[],[],@Askrlfess Ga semua mimpi ada arti. Santai aja.,[],0,0,https://twitter.com/inginmenangGA_/status/1327033190351990785,,0,2020-11-13,06:39:02,[],0,non
10,syahbandifadli,SyahBan,0,[],[],"Sambil Ngopi,ngobrol"" santai,menjalin silaturahmi asek nya kita ngadain acara pertemuan sesama Para UMKM anak bangsa.",[],0,0,https://twitter.com/syahbandifadli/status/1327032577115492352,,0,2020-11-13,06:36:36,[],0,non
11,orishaeaj,ˋzee ✩ ☾ kinda ia,0,[],[],"@youaremyday6_ Tetep semangat ya kak! Jangan terlalu terpuruk sama kesedihan, hidup kamu masih panjang, santai aja dinikmatin proses nya. Oke kak?",[],1,0,https://twitter.com/orishaeaj/status/1327031783028768768,,0,2020-11-13,06:33:26,[],0,non
12,abdiyk29_,_pergijauh,0,[],[],Santai bro jangan agresif,[],0,0,https://twitter.com/abdiyk29_/status/1327030983028137984,,0,2020-11-13,06:30:16,[],0,non
13,strawberryjcm,🥢˳⸙ ❝ 𝐁𝐢𝐧𝐚-𝐫𝐢 ೫˚∗:🕊️,0,[],[],"@subschfess Sekolah:Bangun, bebersih, sarapan, mandi, belajar, sekolah, tidur, makan, mandi, istirahat, belajar, istirahat, tidur Libur:Bangun, bebersih, nyuci, sarapan, mandi, belajar, santai, makan, tidur, makan, mandi, istirahat, belajar, istirahat, tidur",[],0,0,https://twitter.com/strawberryjcm/status/1327030212098285568,,0,2020-11-13,06:27:12,[],0,non
14,abangahmadasli,Angga King,0,[],[],"Adek gua masih 10 bulan yg belum punya gigi langsung dikasih makan nasi bgst,kesedek gua liat adek gua makan nasi kea santai aja Gua:bukan manusia biasa",[],0,0,https://twitter.com/AbangAhmadAsli/status/1327027921907720193,,0,2020-11-13,06:18:06,[],0,non
15,hayyfik,Fkrfdhlh,0,[],[],"Santai, saya gabakal biarin kamu dalam rasa bosan ko. Jika bosan ya silahkan otw dari hati.",[],0,0,https://twitter.com/hayyfik/status/1327027736381059078,,0,2020-11-13,06:17:21,[],0,non
16,restuayugst,Ayu,0,[],[],"Apa cuma aku yang ujian jam 8, sekarang jam 06.12 masih santai aja",[],0,0,https://twitter.com/restuayugst/status/1327026603990212608,,0,2020-11-13,06:12:52,[],0,non
17,inichimmy,h^^py BE DAY,0,[],[],"di akun ini, aku ngga sungkan jawab pertanyaan soal buku ataupun hal-hal terkait penulisan, ya. kalau misal mau kerja sama, di bio udah aku bilang juga. tapi sekadar ngobrol ya ayo. misal, beli buku yg ngga bajakan dmn dll. waktu unk sombong ngga respons, aku ngga ada. santai 😂",[],1,0,https://twitter.com/inichimmy/status/1327026463833427968,,0,2020-11-13,06:12:18,[],0,non
18,mochiiisss,Lis🌻—kinda ia^,0,[],[],"@iniNay_ Offline... Krn online tu mungkin awalnya asik, kita di rumah, bisa santai, bisa rebahan, tapi lama kelamaan jenuh juga, otak jdi stres, gabisa keluar refreshing",[],0,0,https://twitter.com/mochiiisss/status/1327026380064714759,,0,2020-11-13,06:11:58,[],0,non
19,ica_viliani,Ica Viliani ♍♎♊,0,[],[],"Aktivitas gak padet, kerjaan juga bisa dibikin santai sebenarnya.. Tapi jiwa yg lelah sukses membuat badan remu.. Pola bulan Maret yang kembali terulang.. Entah harus bagaimana biar tubuh ini kembali punya power dari lingkar pengaruh krn tak mungkin berarap dr lingkar perhatian..",[],0,0,https://twitter.com/ica_viliani/status/1327025974186180608,,0,2020-11-13,06:10:21,[],0,non
20,_dasalona,Dasa Lona,0,[],[],"@yourpetitemimi Ga usah kerja kalo sama gue, mak. Santai aja di rumah ngurus anak sama jadi montir 🤣🤣🤣",[],1,0,https://twitter.com/_dasalona/status/1327024944169979908,,0,2020-11-13,06:06:16,[],0,non
21,raskaind,Raska,1,[],[],"@RahmatHamzahOF1 Ibarat lu punya 3 anak. Mrka bertiga mempunyai perbedaan jika kamu ingin merubahnya. Yg pertama bisa diajak dngn cara santai, yg kedua nurutnya klo di teriakin dan yg ketiga nurutnya kalo dijewer. Nah menjewer tdk menjadi kasar, karena pada dasarnya lu syg pada anak yg ketiga itu",[],0,0,https://twitter.com/Raskaind/status/1327023854544306176,,0,2020-11-13,06:01:56,[],0,non
22,nikenari,Your Favorite Aries,0,[],[],"@Prambors Baru banget bangun nih kak. Masih di kasur sama suami karena WFH baru mulai jam 9, jadi bisa santai santai dulu. Hehehe.  Selamat hari Jumat!",[],0,0,https://twitter.com/nikenari/status/1327023767780880391,,0,2020-11-13,06:01:35,[],0,non
23,aaagllll,g e l l a .,0,[],[],"@tanyainrl let it flow aja nder kalo kamu kuat nahan perasaan ya dibawa santai aja jgn terlalu mikir ah pengen jadiin pacar, gitu.kamu juga harus rajin² berdoa aja  menurutku si intinya dibawa santai klo dia perhatian ya kamu inget² itu care sbg sahabat",[],0,0,https://twitter.com/aaagllll/status/1327021872257454080,,0,2020-11-13,05:54:03,[],0,non
24,amaranhtika,ran🌙,1,[],[],"@hiumaniora @weningskrr @discountfess sebenernya sellernya bisa sih ga usah jawab lagi kalo kesel.. tp kenapa si seller malah kayak marahin buyer.. maksudnya, si sender pun ngomongnya masih santai gitu lohh. kan kasian kalo dimarahin gitu 😔😔",[],1,0,https://twitter.com/amaranhtika/status/1327019991762227200,,0,2020-11-13,05:46:35,[],0,non
25,anaktopik,Muhammad Khatami Aji,0,[],[],"@rapriliaan @z_anthracit @diosaurus__ @apiksapik @hatchiraetha Emng gitu ji, kmren aja gw lg mgerjain disuruh santai",[],0,0,https://twitter.com/anaktopik/status/1327016614030581761,,0,2020-11-13,05:33:10,[],0,non
26,makhinahmad1,Miyoshi,0,[],[],@ustadzmaaher_ Jangan ngamukan to ya. Sikapi santai saja kan bisa.,[],0,0,https://twitter.com/MakhinAhmad1/status/1327015989523877888,,0,2020-11-13,05:30:41,[],0,non
27,azzahradiza,zara,0,[],[],"Dikelilingin orang yang tetap santai kalau aku tiba-tiba ngilang terus tau tau muncul, atau bisa bilang yang aku rasain tanpa sungkan. Tetap menghargai masing-masing, no drama drama, itu juga berkah buat aku ❤️",[],0,0,https://twitter.com/Azzahradiza/status/1327015829846646784,,0,2020-11-13,05:30:03,[],0,non
28,yuliyungss,Yuli Nurpratama Zein,0,[],[],Maunya ya santai gak harus ada rasa gak enak. Paham kok disini baik baik aja cuma tuh rasanya beda aja. Gak bisa seenaknya kaya dirumah sendiri. Maunya ya aku semau aku gt. Melakukan apapun. Aku suka tidur seharian. Tapi gak bisa begitu disini.,[],0,0,https://twitter.com/yuliyungss/status/1327015076381876224,,0,2020-11-13,05:27:03,[],0,non
29,dausciburn,Firdaus,0,[],[],Santai aja,[],0,0,https://twitter.com/dausciburn/status/1326960022979448833,,0,2020-11-13,01:48:17,[],0,non
30,whydunme,pici,0,[],[],"@subschfess sooo lu harus santai, pelan2 ajaa, ilangin tanda 🙏kl ngechat, teruss ubah “sebelumnya maaf mengganggu” di akhir kalimat jadi “kak blablabla maaf gue ganggu ga?”",[],0,0,https://twitter.com/whydunme/status/1326959423571468288,,0,2020-11-13,01:45:54,[],0,non
31,fajarsumbar,fajarsumbar.com,0,['http://dlvr.it/RlYPVp'],[],Sepeda Santai Hiasi Hari Kesehatan Nasional di Solok Selatan  https://t.co/LHWUbP7nsH,[],0,0,https://twitter.com/fajarsumbar/status/1326958698690826241,,0,2020-11-13,01:43:02,[],0,non
32,apri2804,Bento Frustasi,0,[],[],Semoga suatu saat kita bertemu (jodoh) amin  Untuk saat ini masih santai tapi juga usaha,[],0,0,https://twitter.com/apri2804/status/1326958681339035649,,0,2020-11-13,01:42:57,[],0,non
33,juanfarhan3,the legend of aang,0,[],[],Yang gak ngerayain hari ayah saat hari ayah. Santai aja kawan. Masih ada hari yatim kawan gak usah sediih.  Yang sedih orang orang yang gak bisa ngerayain hari yatim.,[],0,0,https://twitter.com/juanfarhan3/status/1326958180484538368,,0,2020-11-13,01:40:58,[],0,non
34,lyviia_putri,ℍ𝕒𝕚𝕧𝕚,0,[],[],"@collegemenfess Pas kuliah emg kerasa bgt sih circle pertemanannya nder. Apalagi masa2 akhir kuliah pas skripsian  Bisa dilihat tu yg beneran temen apa cuma fake doang di depan kita.  Yg kita pikir baik bakalan kelihatan aslinya sih, yg penting positif thinking aja bawa santai",[],0,0,https://twitter.com/Lyviia_Putri/status/1326957559962456064,,0,2020-11-13,01:38:30,[],0,non
35,rinaiaksara,Laras.,0,[],[],"@rupabaswara ""Selalu nyetok di dapur soalnya, jadi hafal gitu deh. Santai aja, jangan terpesona gitu lah.""",[],0,0,https://twitter.com/rinaiaksara/status/1326957002455621634,,0,2020-11-13,01:36:17,[],0,non
36,tontawanx,meng,1,[],[],"@uvwevlo @collegemenfess Gw pas mau sidang udah mikir kayaknya bakal nangis deh wkw dah pasrah, eh ternyata alhamdulillah dosennya gak ada yg ngebentak dan jutek gitu sih, tanya aja apa yg emg dia mau test atau tanya dengan santai. Bersyukur sih dapet yg begini.",[],0,0,https://twitter.com/tontawanx/status/1326956914828140547,,0,2020-11-13,01:35:56,[],0,non
37,malikhrj,Ini harejeng 🦖,0,[],"[{'screen_name': 'lucyythekid', 'name': 'justakiddos⚡', 'id': '1318818281105469443'}]","@lucyythekid @zuhrisanifahmi Udah lah bung @lucyythekid 😌👍🏼 santai saja bung.. bawa santai,, kenapa pake narik otot siii 😭😂💪🏻",[],2,0,https://twitter.com/MalikHrj/status/1326956891751153665,,0,2020-11-13,01:35:51,[],0,non
38,toramasaro,toramasaro,0,[],[],"@Dennysiregar7 Santai Den... nggak akan loloslah RUUnya.. yg ngajukan kan dari DPR, tiga fraksi pula PKS,PPP, dan Gerindra.. Kalau pemerintah yg mengajukan spt UU Cipta Kerja.. baru pasti gol",[],0,0,https://twitter.com/toramasaro/status/1326956823119712257,,0,2020-11-13,01:35:34,[],0,non
39,woodzcho3,kyuu,0,[],[],@bucinnyakamuh chan mana nih? aku? santai aja kali nes... aku perlu teman bawel supaya bisa lebih aktif lagi 😂,[],1,0,https://twitter.com/woodzcho3/status/1326956257253580800,,0,2020-11-13,01:33:20,[],0,non
40,tapirocker,musisijalanan,0,[],[],Minum sebotol sendiri...yaa mabukk lahhhh... Dikit aja seperlunya...tapi aman damai santai nikmat alus bersih sopan dst yang baik2 pokoknya. Paham yah...,[],0,0,https://twitter.com/tapirocker/status/1326955903887699969,https://twitter.com/panggilajaa/status/1326945752845750272,0,2020-11-13,01:31:55,[],0,non
41,adenurdiansyah_,nama,0,[],[],"Orang miskin kok dilarang mabuk ~ Santai,masih bisa nge lem berjamaah kok,mot!",[],0,0,https://twitter.com/Adenurdiansyah_/status/1326955698446508034,https://twitter.com/detikcom/status/1326777040574484480,0,2020-11-13,01:31:06,[],0,non
42,teyungsi,Abimana,0,[],[],"and oh ya, kalo aku salah saat datang mau ngobrol disaat waktu luangku itu karna emang mau ngobrol santai aja bukan karna ada maunya aja. tapi tetep sebagai orang yang kamu liat salah, saya minta maaf",[],0,0,https://twitter.com/teyungsi/status/1326955574462853120,,0,2020-11-13,01:30:37,[],0,non
43,suryaseptiian,ih_dilan,1,[],[],"Gua juga nakal Kaya lu, cuman bedanya gua Santai lu norak!!",[],2,0,https://twitter.com/suryaseptiian/status/1326955124627894273,,0,2020-11-13,01:28:50,[],0,non
44,joyboy1999,Restu Sanjay,0,[],[],Pelan pelan tapi pasti kok Santai aja dulu!?,[],0,0,https://twitter.com/Joyboy1999/status/1326954591359963136,,0,2020-11-13,01:26:42,[],0,non
45,ryskantny,Alfianthony🏸,1,[],[],"@tanyainrl Ga drama, ga baperan, ga posesif, ga menganut ""cewe selalu benar"", ga penakut, ga ribet, ga matre, bisa diajakin main ke mana"", setia, loyal, ga banyak nuntut, bisa masak, good listener, santai, diskusi apapun ayo, mandiri, hmm tapi cuek dan minderan wkwk",[],0,0,https://twitter.com/ryskantny/status/1326954304914120704,,0,2020-11-13,01:25:34,[],0,non
46,moomins03,fa🦊PO RESONANCE PT.2//SHARING PC EXCLU TIN SET,0,[],[],"@tanyainrl jadi pelawak&amp;jameters 24/7, santai kayak dipantai, tidak menuntut Ini itu, Ak bucin, but Kmu jdi bucin nomor 2 ku setelah orang di Ava ku yakh ✌😚",[],0,0,https://twitter.com/moomins03/status/1326953423053357058,,0,2020-11-13,01:22:04,[],0,non
47,el_6sixty6,Kaiowas🦉,0,[],[],@KMZ_santai Lari la..,[],0,0,https://twitter.com/el_6sixty6/status/1326953217796665345,,0,2020-11-13,01:21:15,[],0,non
48,hgangsal,ᴳᵀᴮ●ᴇɴɪɢᴍᴀ●✲⁵,0,[],[],@ev_blue17 @ndess_5 @weevkly Dia yg mulai. Santai aja. Mata dibalas mata.  https://t.co/BZTl7QSS9N,"['https://pbs.twimg.com/media/EmpImwRXYAEVcwi.jpg', 'https://pbs.twimg.com/media/EmpInPoW8AIaa6b.jpg']",1,0,https://twitter.com/HGangsal/status/1326952882554372096,,1,2020-11-13,01:19:55,[],0,non
49,nuraffaaaa,Nuraa,0,[],[],@TirtoID Karena beda tujuan juga ngga sih. Lagian kalau demo berpotensi tegang situasinya. Sedangkan jemput ya tensinya lebih santai meskipun gw sih ngga setuju untuk ngejemput sampe segitu banyaknya orang di situasi kaya gini. Urgensinya ngga ada dan ngga sensitif untuk orang sekitar.,[],0,0,https://twitter.com/Nuraffaaaa/status/1326952783950405633,,0,2020-11-13,01:19:31,[],0,non
50,kyeoxda,jfb/ unfoll euniex,0,[],[],"@ryyujjn Workoutnya yg santai ajaa atuh, plank aja satu atau dua menit, push up ala cewe juga biar ringan. Asli jadi ngantuk :)",[],1,0,https://twitter.com/kyeoxda/status/1326952298912739329,,0,2020-11-13,01:17:36,[],0,non
51,presidenbonang,bombomidz,0,[],[],Sama gua gabisa santai jir disuruh cepet cepet dicuekin dijutekin giliran sm temen w buset  lembut bat klo ngomong :),[],0,0,https://twitter.com/presidenbonang/status/1326951687743922176,,0,2020-11-13,01:15:10,[],0,non
52,voyezbizzle,♡ Ifa ♡,0,[],[],Bener-bener santai aja bahkan gak ada kaget-kagetnya dikitttt gitu ckckckck 😂,[],0,0,https://twitter.com/voyezbizzle/status/1326951670933311492,,0,2020-11-13,01:15:06,[],0,non
53,hahamidahhh,Fi,2,[],[],"Daya tahan orang beda-beda ya. Daya tahan fisik maupun hati. Bisa aja orang dipukul keras masih bisa berdiri, tapi ada yang kesenggol dikit udah roboh. Bisa aja orang yang udah dimaki-maki akan tetap santai, tapi ada yang hanya dengan satu kalimat cibiran, ia kecewa.",[],0,0,https://twitter.com/hahamidahhh/status/1326951480289456128,,0,2020-11-13,01:14:21,[],0,non
54,sfrx_2,meerkat,0,[],[],@mdnsssss @feelingguuddd Tenang dia sudah pernah debut jadi santai  https://t.co/fpDjjUVRek,['https://pbs.twimg.com/media/EmpHGj8VgAITw-g.jpg'],1,0,https://twitter.com/sfrx_2/status/1326951224386572291,,1,2020-11-13,01:13:20,[],0,non
55,viledecome,Takdung,0,[],[],@menfesssyg Ak suka yang rapih+santai jd ak pilih kaosan+jaket HAHAHA,[],0,0,https://twitter.com/viledecome/status/1326950791169548288,,0,2020-11-13,01:11:36,[],0,non
56,pejuangassets,Pawpaw,0,[],[],~Kok lu masih jomblo aja sih? ^Gw sangat mencintai diri gw. ~Maksudnya gmn tuh? G laku yah? Santai aja ^Gw terlalu mencintai diri gw sampe2 gw g rela kalo gw tersakiti lg. Gw g mau salah ngasih kesempatan ke org yg ujung2nya malah ngerugiin gw. Sampe sini paham?,[],0,0,https://twitter.com/pejuangassets/status/1326950135796965376,,0,2020-11-13,01:09:00,[],0,non
57,rococ0_,𝒶𝓈𝓉𝓇ℴ𝒏𝒂𝒗𝒆,1,[],[],@collegemenfess sebenernya online tuh gak cape tapi karena banyak spot nyaman buat santai &amp; rebahan jadi kerasa capek wkwk + offline tuh harusnya lebih capek karena mobilitas juga kan tapi karena ada tuntutan langsung jadi B aja (dan udh biasa dari SD juga kek gitu),[],0,0,https://twitter.com/ROCOC0_/status/1326950133901062144,,0,2020-11-13,01:09:00,[],0,non
58,sucidyah_p,suci dyah,0,[],[],"Yang kerja mah kerja... Yang santai mah santai... Katanya si tetep kerja, kenyataanya? Sarapan pagi bareng, makan siang kelayapan, hunting foto, ipc pulak... Hemmmm enaknyaaaaaaaaaa",[],0,0,https://twitter.com/sucidyah_p/status/1326950066444140544,,0,2020-11-13,01:08:44,[],0,non
59,sunnywibiesti,sasayang,0,[],[],"@iqbalkukuy @Riaraw1 Lah gue santai loh, napa ngatain otak gue dikit ?  Lah emg otak gue dikasih sama alloh cuma satu ngab, klo banyak gue kasih deh ke elu biar punya otak",[],0,0,https://twitter.com/sunnywibiesti/status/1326949660376719360,,0,2020-11-13,01:07:07,[],0,non
60,callmeaffa,Jodohmu siAffa ?,0,[],[],"lebih tenang, lebih santai, lebih nyaman, dan pasti tak berharap lebih lagi",[],0,0,https://twitter.com/callmeaffa/status/1326949421364379649,,0,2020-11-13,01:06:10,[],0,non
61,shyslothh,n.,1,[],[],"bikin remed ekonomi baru yg wajib, sisa 40 lagi terakhir mgumpul jam 11 siang tapi aku santai bgt. yaallah kejut aku dengan sambaran ambis 😀✌🏻",[],1,0,https://twitter.com/shyslothh/status/1326948620990509056,,0,2020-11-13,01:02:59,[],0,non
62,dnsdddr,🌼,0,[],[],Makanya kupengen cari side hustle mumpung santai,[],1,0,https://twitter.com/dnsdddr/status/1326947942809231361,,0,2020-11-13,01:00:17,[],0,non
63,orangbaikkok_,yOo nAnaeN nUgu??||chenle day🐬📌,0,[],[],Selamat malam semua saya sudah ngantuk. semoga kalian semua mimpi indah saya harap begituu terima kasih saya senang kalian sudah mau mengajak saya ngobrol santai pada malam hari ini sekali lagi selamat malam 💗🌃,[],0,0,https://twitter.com/orangbaikkok_/status/1326947931337838592,,0,2020-11-13,01:00:14,[],0,non
64,samosir_jawari,Jawarisamosir13,4,[],[],"Maaf, dulu Gw punya Tetangga Seorang Ustad.he's very kind! Slalu tegur sapa ngbrol soal ini itu bahkan suka sharing soal dalih2 nasehatin. Tutur bahasnya juga sopan cenderung santai merangkul. Saya doakan semoga Bpk Maaher jadi lebih seperti ustad yg seharusnya Aamiin.   Nikita .",[],3,0,https://twitter.com/samosir_jawari/status/1326947684863799301,https://twitter.com/LAMBE_FESS/status/1326886099399012352,0,2020-11-13,00:59:16,[],0,non
65,moonbabeluv,zoe,2,[],[],"@collegemenfess Jangan terlalu dibawa stres kuliah tuh. Dibawa asik aja, ada waktu senggang ya main me time pacaran. Dibawa santai aja, waktunya belajar nugas ya kerjain pelan2 aja gausah dibawa stres. Kelar kok kelar pasti, kurang2in ngeluhnya. Gaada guna ngeluhin tugas, toh ga nguranginkan?",[],0,0,https://twitter.com/moonbabeluv/status/1326947258709864448,,0,2020-11-13,00:57:34,[],0,non
66,chwevernnon,버논,0,[],[],"@histeory Bangunnya tetap pagi, kok. Santai.",[],1,0,https://twitter.com/chwevernnon/status/1326946924440612864,,0,2020-11-13,00:56:14,[],0,non
67,uthituing,𝓐𝓾𝓵𝓲𝓪 𝓟𝓾𝓽𝓻𝓲 𝓐𝓶𝓼𝓪 ♚,1,[],"[{'screen_name': 'dsuperboy', 'name': 'boy candra', 'id': '439164730'}]","Tentang kabar, Barangkali sulit di-analogika-kan dengan kalimat 'baik-baik saja'. Apalagi setelah saya mencoba menarik napas, duduk dan santai sejenak. Semuanya tetap sama. Terkecuali pola pikir. Benar, yg tadinya seolah sulit, sekarang nyatanya tidak terlalu rumit—@dsuperboy  https://t.co/0572vEPY4K",['https://pbs.twimg.com/media/EmpDJyTVkAEm09E.jpg'],0,0,https://twitter.com/uthituing/status/1326946897647476736,,1,2020-11-13,00:56:08,[],0,non
68,fluffyzoo,hahihuheho,0,[],"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]","Cape kelas dr pagi trus buru buru ngelarin tugas buat nonton netflix, eh pas santai buka laptop @IndiHome nya ngajak ribut 🙃",[],2,0,https://twitter.com/fluffyzoo/status/1326946862163611648,,0,2020-11-13,00:56:00,[],0,non
